club,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Larisa,0.0,0.0,0.0,0.0,0.0,13906.21,31534.53,32473.44,34823.36,34675.68,33352.42,21940.25,0.0,0.0,0.0,0.0,15682.26,30980.08,31330.31,31768.41,31686.87,16135.89,0.0,0.0,0.0,0.0
Las Palmas,19907.920000000002,41013.76,40780.25,39461.48,20468.15,0.0,16816.88,37316.52,37867.61,37062.4,36623.659999999996,36253.87,37207.32,37746.8,38139.57,39489.89,40690.54,39468.04,37319.63,36141.11,36297.0,36281.76,37124.79,37913.08,38444.34,8010.2
Latina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16402.05,34213.55,34089.98,33320.87,17778.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laval,18218.03,35840.340000000004,35136.75,34619.2,35424.64,35642.05,18560.71,0.0,0.0,17063.93,35229.0,34894.36,34323.229999999996,33617.24,33513.2,34889.19,33675.33,17932.59,0.0,0.0,0.0,0.0,15939.85,32299.77,33494.72,7197.05
Lazio,22599.97,44128.659999999996,42651.44,43485.53,41676.84,40225.29,41186.58,41982.69,41048.33,39726.34,39455.9,40067.520000000004,40034.11,40357.74,39648.14,41382.53,40655.32,41333.5,42062.62,40374.47,41894.19,41720.8,41258.08,42264.45,42841.97,9017.27
Le Havre,18854.49,37262.0,37550.69,36905.05,36440.99,35561.42,36704.67,37150.94,37861.49,36415.57,35813.91,35373.48,34606.48,35242.45,34850.8,35191.29,35678.92,35588.47,35771.43,34881.97,34843.62,33622.72,34083.21,35935.7,37117.65,7544.27
Le Mans,17790.760000000002,35470.62,36587.5,36699.34,37954.34,39312.99,40142.33,40000.69,39448.98,38468.96,37533.28,36442.89,35254.17,18373.18,0.0,0.0,0.0,0.0,0.0,15528.39,16963.08,0.0,0.0,0.0,0.0,0.0
Lecce,19573.43,38809.56,38014.69,38005.63,38424.95,38854.46,37520.909999999996,36963.17,39215.28,37780.97,37572.15,36625.41,19935.19,0.0,0.0,0.0,0.0,0.0,16762.84,34875.63,36028.11,36120.86,36614.13,37996.57,38568.93,8033.46
Lecco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16318.85,17203.33,0.0
Lech,1368.07,0.0,16276.880000000001,33746.32,33862.22,32328.15,32455.23,32825.88,34347.57,36076.1,35781.89,35682.74,35101.11,34500.68,34366.09,35137.27,33882.5,35022.2,34175.46,32491.48,33934.31,34183.72,35380.69,36860.21,35761.75,7510.91
Lechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14878.83,30030.34,30533.02,31465.87,31497.43,31517.88,32035.03,32837.02,33497.82,33793.47,32116.45,32764.149999999998,31936.760000000002,32800.06,32858.4,17280.44,14094.039999999999,6418.51
Leeds,21360.42,43844.44,42719.04,40528.590000000004,38186.73,36660.3,36997.75,18911.14,0.0,0.0,17206.45,36045.409999999996,35290.520000000004,34994.6,34685.99,34228.25,34930.98,36503.13,35730.09,37513.49,38822.54,41855.79,41042.71,40016.32,39204.11,8353.4
Leganes,18956.89,37797.57,37449.41,37465.43,20268.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18094.04,37219.01,39171.06,39061.78,39390.54,39859.05,39479.52,38388.020000000004,36919.49,36375.06,37523.16,7899.93
Legia,18783.8,37258.37,38065.57,39022.85,39036.68,36815.5,35970.32,35076.47,35316.48,35873.48,34341.07,34390.54,35729.16,35935.29,36440.87,37255.95,36521.9,36254.02,34560.51,34087.1,34457.78,35152.63,33650.42,35485.92,35747.66,7541.87
Leicester,20315.85,39473.7,37955.51,38402.87,38122.13,36450.11,35425.56,35168.41,19309.33,17366.260000000002,35974.84,36432.86,36432.11,36609.62,39067.62,39100.93,42872.57,41245.39,41007.88,41847.75,43186.57,43168.91,42457.99,41688.590000000004,40009.32,8074.73
Leiria,17266.46,36022.24,36886.8,37003.78,36551.35,36057.16,36606.770000000004,36890.68,18987.13,17755.47,36054.4,36175.12,18873.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leixoes,0.0,0.0,16071.15,17779.420000000002,0.0,0.0,0.0,17788.41,35855.28,36219.63,18975.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lens,20745.12,40781.35,41611.34,40536.87,39996.01,41001.090000000004,41348.91,40469.7,38821.24,37949.53,38701.82,37520.65,35450.29,34829.270000000004,35579.07,35084.909999999996,35089.29,35622.82,34601.27,34810.15,35893.229999999996,37944.55,39933.85,41737.29,41499.03,8524.03
Leonesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17644.86,19016.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levadeiakos,0.0,0.0,0.0,0.0,0.0,13783.039999999999,16449.86,15349.35,31892.43,31980.54,17379.43,10376.42,32264.85,32082.97,31837.98,32547.26,32674.22,31512.17,31825.29,16336.44,0.0,0.0,14458.18,15326.48,13754.52,6395.74
Levante,18810.2,38093.97,37668.23,39054.42,40483.15,39615.99,39721.59,40526.53,39139.19,38047.71,38458.55,39947.07,41428.62,40820.87,41094.05,40202.1,39579.97,39892.26,40177.12,40465.89,40577.82,40025.34,38968.12,38704.37,37485.23,7817.58
Leverkusen,21576.94,42631.95,43855.36,40593.58,41567.03,41871.93,41025.02,41120.96,41416.03,41094.31,42387.8,43206.36,42570.31,43935.15,43144.58,43443.26,43155.87,41534.92,41018.69,41958.13,43166.69,42391.51,42448.14,42673.39,45824.02,9529.35
Libourne,0.0,0.0,0.0,0.0,0.0,0.0,15744.49,33881.44,17871.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lierse,17779.85,34689.09,33965.1,35560.26,35047.85,33793.340000000004,31792.91,16918.64,0.0,0.0,16054.48,32383.760000000002,33821.26,32374.12,31681.59,17023.82,0.0,9642.91,9085.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lille,19836.28,41617.82,41088.25,38898.43,40297.86,42112.59,42674.26,40664.56,40407.8,41396.32,42725.04,42593.9,42123.55,41134.4,40682.06,39394.48,39266.68,38491.79,37296.18,39710.19,40133.27,41632.479999999996,41139.73,40897.69,42228.92,9009.98
Lillestrom,18125.09,36630.97,36186.659999999996,34898.21,35444.44,35280.31,35764.03,35410.81,34434.69,33217.92,33151.63,32340.06,31200.7,32133.23,31764.04,32125.95,32124.31,31023.16,30790.94,31098.16,1263.88,31307.18,34046.93,33421.840000000004,32359.16,6374.5
Liverpool,21232.18,44365.67,44720.229999999996,42962.08,42682.75,43540.56,44544.68,45458.95,46737.18,46795.54,44172.62,43032.37,41964.11,42714.88,44896.45,42530.840000000004,43073.72,44147.77,46081.78,48583.07,48525.21,46727.07,48341.64,46790.29,46405.590000000004,10004.2
Livingston,0.0,15983.8,33076.47,32551.010000000002,32188.85,30532.65,15573.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14741.14,30175.670000000002,31479.89,31452.87,31689.739999999998,30272.37,15465.51,0.0
Livorno,0.0,0.0,17158.42,35744.85,37102.49,38891.56,39579.75,38400.1,37877.91,37822.78,36950.1,34950.88,34013.9,36019.409999999996,35277.76,34956.44,17890.3,0.0,16274.619999999999,32176.870000000003,23147.670000000002,0.0,0.0,0.0,0.0,0.0
Ljungskile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30292.68,1213.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llagostera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17966.96,37003.62,19636.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lleida,18991.04,19736.57,0.0,0.0,16950.66,36314.020000000004,19750.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logrones,1532.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10126.34,18584.03,0.0,0.0,0.0,0.0
Lok Moskva,19220.31,38116.38,38766.45,38126.5,39195.33,40640.33,39764.45,38196.770000000004,37601.14,38169.27,39074.26,39525.09,39212.04,39081.6,39784.46,39384.229999999996,38674.51,39033.15,39839.91,38987.45,37985.86,37532.63,35723.76,35797.49,37275.38,7738.3
Lok Nizhny,15420.91,1278.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lokeren,17678.35,36553.03,36962.46,36944.49,35571.08,34695.19,34325.83,32978.35,33193.55,34115.76,33259.08,34551.86,35912.92,36057.23,35291.53,35540.32,35089.38,34824.75,34056.97,8239.86,0.0,0.0,0.0,0.0,0.0,0.0
Lommel,1325.95,16224.66,17757.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorca,0.0,0.0,0.0,0.0,0.0,16636.04,38395.08,20039.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17547.37,18218.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorient,18257.48,38074.51,37438.38,37102.39,37264.04,36770.979999999996,38026.729999999996,38850.56,38904.99,39615.47,40415.12,39734.78,37997.91,38272.02,37927.08,37787.96,37044.08,36844.96,35695.69,35136.53,35585.44,36374.65,37100.72,37782.1,37521.28,7872.97
Louvieroise,14365.12,31787.670000000002,33440.7,33904.28,34941.95,34046.79,17614.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lubeck,0.0,0.0,17621.75,34673.42,18439.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lubin,17630.13,35190.16,34161.19,18636.940000000002,14606.09,31435.58,32216.72,33676.68,18279.53,15587.11,31119.06,31418.31,32021.69,31999.46,16402.96,15715.36,33186.2,33036.62,32281.66,32093.23,32197.4,32147.92,31028.87,32087.63,32680.05,6758.12
Lugo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17961.55,36406.1,36687.61,36800.61,37088.26,36554.64,35839.82,35265.99,35515.01,35253.11,35367.03,18100.31,0.0,0.0
Lustenau,1248.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16331.86,32403.4,16702.07,0.0
Luton,0.0,0.0,0.0,0.0,0.0,15716.85,34803.78,18356.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17002.85,33850.32,35469.85,36693.82,38114.21,37566.59,7298.59
Lyn Oslo,0.0,31806.5,33185.15,33417.17,33662.26,34717.5,34947.38,33747.01,33921.08,32750.96,1267.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyngby,17000.25,33406.950000000004,16767.58,0.0,0.0,0.0,0.0,15209.26,16127.46,0.0,16132.78,32369.44,16877.32,0.0,0.0,0.0,15871.72,33406.72,17245.41,15255.43,30837.440000000002,16565.99,15369.9,32016.86,32870.21,6595.3
Lyon,20541.579999999998,43135.2,42565.25,41636.71,43982.37,45666.77,45935.03,44713.15,43704.520000000004,43286.18,43347.44,42518.01,41533.18,40886.729999999996,40536.5,41620.21,40602.43,41512.54,42098.42,41358.9,40982.28,41813.31,41468.3,40223.340000000004,40730.04,8684.91
M'gladbach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.13
MGladbach,18935.76,39133.75,39588.9,38934.87,38572.81,38694.78,38535.87,37433.6,37898.34,37747.02,38654.6,39638.87,42056.5,42005.77,42208.94,42983.88,42560.24,41221.91,40372.19,41138.46,42235.229999999996,42073.42,40934.75,40500.53,39812.4,0.0
Maastricht,1364.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magdeburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16359.43,17887.93,0.0,0.0,16413.27,33994.9,34497.67,7299.35
Mainz,17905.03,36423.5,38520.06,38158.770000000004,37388.75,38021.17,38353.45,38081.47,37843.14,38076.19,39938.34,41142.58,40797.95,41034.85,40927.87,40363.08,40791.64,39380.17,38454.91,39128.45,39310.020000000004,39622.08,40301.67,40267.41,40073.66,8522.83
Malaga,20826.68,42626.2,42798.88,42391.13,42228.15,41282.51,39463.36,38814.39,39426.64,40639.65,39992.82,40316.96,42215.26,42469.68,41797.35,41480.12,41776.53,40619.91,38415.42,37603.99,37112.69,36074.39,34512.74,18669.399999999998,15727.17,7305.389999999999
Malaga B,0.0,0.0,0.0,18211.09,37114.05,36167.07,19129.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malatyaspor,0.0,15520.279999999999,32592.99,35164.92,36734.42,35076.159999999996,18425.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16642.03,34601.27,34497.68,32889.65,32556.13,16656.99,0.0,0.0,0.0
Mallorca,21600.57,44349.98,41901.34,41844.27,41753.18,40339.99,41089.69,42111.78,43093.16,42220.45,42299.49,40461.64,41447.53,39526.04,37741.07,36630.16,36607.86,19444.89,17855.92,37238.27,38508.77,39168.36,38724.659999999996,39293.31,39439.77,8274.42
Malmoe,0.0,33111.56,33528.04,35073.07,36067.3,35725.54,34068.09,33187.72,33180.5,33252.76,34626.82,34752.53,34380.75,35497.11,36889.91,36973.090000000004,36649.67,36364.659999999996,36310.35,37476.51,37734.63,37290.15,36097.32,34744.43,35788.51,7627.26
Man City,18992.25,37969.25,39445.8,40019.08,39754.13,41212.81,40402.33,40524.22,41568.83,41467.840000000004,42711.96,43888.29,45707.21,45067.38,46654.53,45421.82,44634.57,45177.99,47537.45,48432.01,47507.17,48229.99,48680.61,49418.53,49067.48,9673.35
Man United,23095.72,45479.83,45132.31,45771.57,44916.92,44970.99,45316.35,46873.38,48226.75,47759.44,46822.659999999996,46890.23,45940.06,45937.6,44634.68,43802.71,42886.44,44700.5,45127.4,44443.44,44410.57,45859.62,44099.979999999996,44598.31,42849.32,8804.36
Manisaspor,0.0,0.0,0.0,0.0,0.0,15309.789999999999,34145.98,34092.16,18426.95,16874.22,33686.93,34340.11,18211.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannheim,17397.42,36682.46,36324.2,18423.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mantova,0.0,0.0,0.0,0.0,0.0,16311.48,36066.94,36888.29,36653.63,35190.95,18805.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15653.57,7110.42
Mariehamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28493.32,1149.27,0.0,28764.469999999998,28748.57,1192.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maritimo,17797.16,35184.16,36237.39,36193.81,36535.81,36932.66,37099.03,36718.21,37443.6,37338.2,36939.62,37729.57,38223.82,37226.88,36651.02,36247.65,34617.95,35535.43,34848.19,34331.37,34208.45,34168.23,34599.08,18317.41,0.0,0.0
Marseille,20086.66,39636.24,39758.39,40364.62,41280.59,41308.92,41693.14,41041.33,41271.28,42383.61,43229.12,42930.4,40943.59,39863.74,39734.56,40451.08,39207.31,40388.89,41551.22,39326.409999999996,40419.450000000004,39452.83,41234.08,41399.93,41734.12,8802.92
Martigues,15784.64,34170.07,18045.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14765.51,6580.1
Mattersburg,0.0,0.0,0.0,17340.61,33476.53,34659.0,34156.05,34429.69,33553.19,32125.47,32197.14,31527.66,32657.829999999998,17240.52,0.0,16573.86,32670.29,33520.28,34734.33,34214.770000000004,23601.35,0.0,0.0,0.0,0.0,0.0
Mazowiecki,0.0,0.0,0.0,16084.26,17190.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mechelen,16120.51,17212.45,15802.300000000001,16465.989999999998,0.0,0.0,0.0,15636.789999999999,32228.07,33740.09,34832.26,34874.21,34324.48,34077.77,32585.16,34314.33,34747.35,35322.14,8310.42,16763.93,34278.96,35065.63,34579.29,34395.85,36343.79,7528.13
Merida,1628.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mersin Idman Yurdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15076.67,33518.21,18179.54,17275.19,34777.29,17752.989999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Messina,0.0,17330.88,35236.69,35903.75,37260.62,38675.56,38029.02,36231.46,19058.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metz,19967.03,39519.14,38305.09,37925.43,38849.41,39146.86,38191.98,38469.14,36361.54,36710.29,36222.77,35356.91,18652.38,16918.0,36106.24,35577.57,35625.85,36244.08,35550.31,36385.43,37158.9,37205.69,36210.59,36684.81,36997.45,7743.16
Middlesbrough,19972.79,40178.34,40035.47,39819.3,40465.45,41253.71,41066.49,40991.08,41155.42,39078.78,36409.979999999996,36425.159999999996,36144.09,34687.24,36299.52,37501.01,38347.78,37717.36,37446.39,36749.07,35746.47,35946.05,36473.26,37630.04,36840.29,7700.07
Midtjylland,14714.75,33535.85,35145.01,34800.92,33997.51,33803.729999999996,33685.63,35896.98,36255.06,36310.84,35698.79,35570.34,34721.75,34814.49,35723.54,36220.37,36171.85,35894.020000000004,37355.06,37178.46,37672.4,38085.17,37694.66,37565.9,38790.69,7834.299999999999
Miedz Legnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14850.48,15959.07,0.0,0.0,14606.53,16202.94,0.0,0.0
Milan,22145.67,42762.55,42724.43,44081.85,44713.56,45697.79,46229.42,44760.28,43941.29,43546.18,43004.52,42731.32,42955.14,42456.87,41389.83,40557.3,40523.16,40648.05,41187.24,40820.4,41324.03,43211.62,43683.19,43903.11,44168.65,9077.45
Millwall,0.0,17175.27,35718.09,35305.34,35790.31,35587.92,18478.84,0.0,0.0,0.0,17257.19,35769.75,35568.3,34508.979999999996,33991.15,17776.36,0.0,16508.11,35457.87,34934.99,36189.520000000004,36125.28,36645.02,36787.88,35233.37,7406.389999999999
Milton Keynes Dons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16262.11,17677.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mioveni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16370.55,17401.11,0.0,0.0,13847.99,15617.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14558.77,28393.22,28333.41,14838.5,0.0,0.0
Mirandes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17817.45,36027.77,36120.04,37107.65,37166.89,18938.79,0.0,17242.35,36077.89,35701.42,35330.98,35347.64,35273.23,7624.52
Mjaellby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30736.88,31071.43,31346.03,31594.32,30987.85,1278.73,0.0,0.0,0.0,0.0,29693.18,31860.54,33038.44,32403.54,32500.11,7065.0
Mjondalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28473.45,1173.74,0.0,0.0,30413.28,30076.88,30186.22,1259.23,0.0,0.0,0.0
Modena,0.0,17710.01,37916.52,38662.99,37355.67,37070.17,37373.27,36261.19,35140.15,34919.72,34740.87,33728.96,33961.92,33899.69,35000.58,34251.909999999996,17938.0,0.0,0.0,0.0,0.0,0.0,16149.65,33931.81,34343.18,7263.97
Molde,18110.56,35750.95,36145.83,35381.43,34615.35,34040.5,33697.9,1334.09,32684.32,34031.76,33960.07,33946.85,35162.27,35474.83,35070.8,35431.44,35316.12,33686.22,34383.86,36124.42,36802.97,37518.28,37901.47,37364.03,36780.71,7481.84
Molenbeek,0.0,16026.06,17836.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16429.98,17619.32,0.0
Monaco,20995.8,40607.54,39977.619999999995,41784.840000000004,43745.37,43162.78,41138.659999999996,40687.11,39131.78,39229.92,39751.46,38475.9,36553.73,38322.39,40587.32,41877.51,41078.01,44084.89,41787.92,37701.15,38389.46,40430.1,41434.61,40652.81,42098.48,8794.68
Montpellier,19458.39,39023.65,38771.34,38070.24,37253.44,36836.07,35928.46,35341.12,35767.35,37707.68,40302.25,39604.12,41000.56,39441.69,37978.67,38616.5,38286.48,37821.3,38251.25,38766.09,38921.73,38564.43,38105.45,38171.13,39012.22,7848.45
Monza,18187.56,18475.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8425.29,35095.69,36195.86,39255.74,39955.01,8042.99
Mordovia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17571.42,18773.94,17284.07,35521.74,19250.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moreirense,0.0,0.0,16207.79,34464.68,35646.0,19240.54,0.0,0.0,0.0,0.0,0.0,0.0,17495.16,18583.91,17016.85,34391.69,33951.86,33440.87,33136.0,34845.06,35084.2,35630.63,18716.73,17066.3,35555.270000000004,7405.53
Moss,16761.06,33337.06,32455.760000000002,1322.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motherwell,16736.93,32396.62,31971.71,31636.45,32685.77,32827.32,32107.36,31795.79,33904.92,33317.79,33124.05,32194.68,32527.24,33191.31,32495.73,29356.81,29689.77,28890.05,28921.98,30973.120000000003,31890.920000000002,31059.760000000002,30947.829999999998,30723.35,31422.68,6562.2699999999995
Motor Lublin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14397.76,6678.68
Mouscron,18634.24,36468.47,36595.18,34668.229999999996,36175.65,33912.270000000004,33633.4,33904.94,33497.37,18238.63,0.0,0.0,0.0,0.0,15763.94,31862.61,32653.73,32601.21,32145.96,34062.99,33973.15,17839.8,0.0,0.0,0.0,0.0
Munich 1860,19988.98,39563.14,40911.12,39787.14,37509.82,37403.78,35533.81,35185.270000000004,34534.31,34486.38,35675.99,36828.75,37402.82,36943.63,35618.25,34399.92,33935.79,18445.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murcia,16381.85,36885.61,37447.89,39981.62,39060.35,37594.79,37753.47,39756.090000000004,38950.94,37057.15,19843.25,16493.87,36094.62,35655.4,20163.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyPa,0.0,14899.55,29041.08,28391.56,1211.61,29242.239999999998,29381.64,29397.510000000002,1246.02,0.0,28590.77,1198.27,28961.77,1223.24,27894.390000000003,1177.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAC Breda,15372.93,35011.0,37300.4,37539.97,37092.65,35527.270000000004,34363.52,35095.88,36389.61,35794.18,35418.9,35170.1,34757.49,34001.17,33341.43,19969.07,0.0,15358.57,31427.05,16836.260000000002,0.0,0.0,0.0,0.0,14718.57,6861.17
NFC Volos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15183.130000000001,30666.53,30870.25,31039.12,30258.149999999998,30655.47,6346.95
Nacional,0.0,0.0,16342.97,34655.68,36623.97,36719.15,37202.37,36999.33,37088.6,38090.89,37779.159999999996,37697.63,37783.6,37400.57,37185.18,36467.92,35122.41,17977.68,16276.039999999999,17682.52,8240.76,17717.010000000002,0.0,0.0,15242.82,7134.44
Nancy,19484.25,37907.6,36043.55,34834.74,36607.96,38316.08,39716.15,39641.66,39893.58,39171.94,38991.74,38677.98,38078.63,37063.35,36473.53,36365.46,36956.81,36416.02,32912.6,32671.5,33108.97,32864.89,17161.29,0.0,0.0,0.0
Nantes,20157.47,41891.32,40627.22,39856.58,40919.44,40425.25,39737.01,38488.99,37681.35,37744.89,35369.12,34768.99,35221.96,36959.46,37473.59,37431.55,37188.93,38103.68,37790.2,37680.75,37780.57,37360.72,38870.8,37422.7,37260.21,7793.16
Napoli,19003.74,38110.74,37990.21,36440.16,19292.24,0.0,16587.08,38196.62,39678.14,39246.53,40494.95,40763.36,41164.91,41576.82,42661.7,42471.15,43531.7,44542.71,44800.47,43695.31,42495.29,43072.71,43664.94,45715.2,43135.97,9236.119999999999
Naval,0.0,0.0,0.0,0.0,0.0,15415.63,34482.82,35347.65,35200.69,34724.21,35134.05,18892.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newcastle,20534.28,40953.37,42311.42,42361.61,42542.62,41566.479999999996,41593.94,41649.08,40971.42,39981.76,40322.86,41037.19,41609.27,40244.92,39959.05,38551.55,38751.36,39111.83,39602.909999999996,40681.83,40715.29,40664.37,42040.51,44752.21,43342.82,9172.41
Nice,17930.02,35531.88,37304.07,39054.83,40122.51,40162.36,40655.24,39911.95,39991.3,39587.89,38948.020000000004,38239.55,37938.28,39279.020000000004,37367.97,37820.82,39508.24,40927.63,39068.0,38372.97,38601.46,38182.64,39818.74,40239.92,40770.37,8428.73
